LST_Kelvin,NDVI,Albedo,LST_Celsius,RHII,BAH,TAH,IAH,MAH,NDWI,Zone_Core,Optimized_LST,Delta_T
326.82932654,0.1110642775893211,0.225532,53.679326540000034,14.288410446653302,67.29110411136925,46.56712003386688,0.0,16.822776027842313,0.24904369813771762,1,35.95594,6.1413803
326.74387604000003,0.1233367472887039,0.178133,53.593876040000055,14.202959946653325,66.23899050625019,47.58946772362027,0.0,16.559747626562547,0.3341813019415417,1,39.384335,2.2306862
326.74045802,0.1290555149316787,0.1956357,53.59045802000003,14.199541926653296,65.74872298968091,46.59564711094184,0.0,16.43718074742023,0.3133096568794487,1,39.159904,2.4893112
326.47727048,0.1138246804475784,0.2185169,53.32727048000004,13.936354386653306,67.0544559489437,46.66560934266836,0.0,16.763613987235924,0.28401868118201223,1,39.368942,2.5000458
326.37131186,0.1432525962591171,0.2064204,53.221311860000014,13.830395766653282,64.53161324865376,45.3450791627335,0.0,16.13290331216344,0.3357582623009998,1,37.07697,4.273121
326.26535324,0.1110546365380287,0.1822278,53.11535323999999,13.724437146653258,67.29193063459405,48.19232955915826,0.0,16.822982658648513,0.32138108781243735,1,36.470215,5.306381
326.25509918,0.1137622520327568,0.2196936,53.105099180000025,13.714183086653293,67.05980791038169,46.62534015909212,0.0,16.764951977595423,0.42784919411702405,1,36.241875,4.6342926
326.20382888,0.1263411492109298,0.212582,53.053828880000026,13.662912786653294,65.98142440789768,46.13717061018661,0.0,16.49535610197442,0.1766446409419666,1,39.885155,2.6690216
325.95089540000004,0.1394786387681961,0.176949,52.80089540000006,13.409979306653328,64.85515301844748,46.6380597462385,0.0,16.21378825461187,-0.07890783688375347,1,38.93853,4.8551598
325.89278906,0.1020608469843864,0.1787516,52.74278906000001,13.351872966653277,68.06296438597015,48.87642970102582,0.0,17.015741096492537,0.25903766959310925,1,40.093956,2.2418404
325.75948628000003,0.1221605241298675,0.1843956,52.609486280000056,13.218570186653324,66.33982761714812,47.430285480287,0.0,16.58495690428703,0.3445118192715365,1,37.222622,4.294239
325.69967093,0.1269803792238235,0.1730216,52.54967092999999,13.15875483665326,65.9266234908989,47.55292025284358,0.0,16.481655872724726,0.17314099912664258,1,36.165398,6.6148224
325.65523667,0.1222933828830719,0.1679335,52.50523666999999,13.114320576653256,66.32843769277027,48.03090547363922,0.0,16.582109423192566,0.1479922168936044,1,40.893158,2.1267471
325.5578231,0.124397300183773,0.2041571999999999,52.40782310000003,13.016907006653298,66.1480697578448,46.56439579651106,0.0,16.5370174394612,0.09213696668976468,1,42.10944,1.0377617
325.55098706,0.1254612505435943,0.1756834,52.400987060000034,13.010070966653302,66.05685774623188,47.548828808414186,0.0,16.51421443655797,0.23587892488554488,1,39.94725,2.4007454
325.54415102,0.1172122508287429,0.221567,52.39415101999998,13.00323492665325,66.76404098165308,46.34996662188141,0.0,16.69101024541327,0.01370936304517631,1,42.52009,1.0956573
325.540733,0.1366532891988754,0.2031962,52.39073300000001,12.99981690665328,65.09736903477621,45.85964146465858,0.0,16.274342258694052,0.45746323248789345,1,39.709408,0.881546
325.51680686,0.1275590509176254,0.2029412,52.36680686,12.975890766653263,65.87701421282695,46.41824970868157,0.0,16.469253553206737,0.21663111013172023,1,35.07428,7.2622185
325.4894627,0.1361256539821624,0.2008031,52.33946270000001,12.94854660665328,65.1426029773845,45.97842170529542,0.0,16.285650744346125,0.27921447644083563,1,37.557297,4.270241
325.48604468,0.0946773439645767,0.1721478,52.33604467999999,12.945128586653254,68.69594895801355,49.58390289397225,0.0,17.173987239503386,0.2473836283552012,1,38.652313,3.8376694
325.45870052,0.1180033907294273,0.1983637,52.30870052,12.91778442665327,66.69621689461505,47.16568927249191,0.0,16.674054223653762,0.20253009948234038,1,40.174416,2.3469696
325.45186448,0.1244475468993187,0.2060763,52.301864480000006,12.910948386653274,66.14376212830216,46.49059334838293,0.0,16.53594053207554,0.029405224500478694,1,39.467457,4.059971
325.41084824,0.1306104063987732,0.2108582,52.26084824000003,12.869932146653298,65.61542280584783,45.94430621508863,0.0,16.403855701461957,0.31222181635588886,1,39.598045,1.9744301
325.24678328,0.1171362027525901,0.2215509,52.09678328000001,12.70586718665328,66.77056055086152,46.3550920797336,0.0,16.69264013771538,0.1441119231068024,1,39.450012,3.331108
325.22969318,0.1251810491085052,0.2138698,52.07969317999999,12.68877708665326,66.08087929603013,46.1592692267784,0.0,16.520219824007533,0.3483287352092769,1,39.478893,1.8705864
325.14936971,0.126088947057724,0.2099864,51.99936971,12.608453616653264,66.00304559117438,46.24780271223113,0.0,16.500761397793596,0.18528035225777842,1,37.87997,4.633728
325.0963904,0.1281944662332534,0.2106684999999999,51.94639040000004,12.55547430665331,65.82254032820151,46.096292668362366,0.0,16.455635082050378,-0.0335124275979823,1,36.242966,7.3806763
325.02461198000003,0.1223958358168602,0.203153,51.87461198000005,12.483695886653322,66.31965444635259,46.72231152825852,0.0,16.579913611588147,0.060405169687354515,1,41.769974,1.5925598
324.95625158,0.1308955997228622,0.1936416,51.80625157999998,12.415335486653248,65.5909733035298,46.55677235719784,0.0,16.39774332588245,-0.025630669720542898,1,42.683075,0.97769165
324.93916148,0.1568877547979354,0.2138303,51.78916148000002,12.398245386653286,63.36267690918434,44.261927229417935,0.0,15.840669227296086,0.21682043299687,1,39.657715,2.4132347
324.91181731999995,0.1280397027730941,0.1977405,51.76181731999998,12.370901226653244,65.83580813378569,46.58010696735119,0.0,16.458952033446423,-0.09842323148719721,1,38.42566,5.3641357
324.88789118,0.1389684826135635,0.2008081,51.73789118000002,12.346975086653288,64.89888848850134,45.80622421543755,0.0,16.224722122125335,0.2747242544974663,1,36.94148,4.8990326
324.88618217,0.145690307021141,0.1850023,51.736182170000006,12.345266076653274,64.32262934232564,45.96631343448848,0.0,16.08065733558141,0.26761265276182344,1,39.28636,2.6389122
324.87763712,0.1190273016691207,0.2083977,51.72763712,12.336721026653263,66.60843744545203,46.73099354835888,0.0,16.652109361363006,-0.020326957523442837,1,42.262688,1.450428
324.86054702,0.095556616783142,0.1855264,51.71054702000004,12.319630926653304,68.6205692734281,49.017661538325086,0.0,17.155142318357026,0.19320653265438006,1,40.69332,2.1018066
