LST_Kelvin,NDVI,Albedo,LST_Celsius,RHII,BAH,TAH,IAH,MAH,NDWI,Zone_Core,Optimized_LST,Delta_T
324.83320286000003,0.1350531131029129,0.1836903,51.68320286000005,12.29228676665332,65.23455145057252,46.66570949437579,0.0,16.30863786264313,0.30905888429584594,1,36.72641,4.9693527
324.80756771,0.111432708799839,0.218227,51.65756771000002,12.266651616653292,67.25951866046722,46.81919076300868,0.0,16.814879665116806,0.36930299265178834,1,35.681904,5.589546
324.79218662,0.1192163378000259,0.2129512,51.64218662000002,12.251270526653286,66.59223145838862,46.5505670893429,0.0,16.648057864597156,-0.09686232122739705,1,38.612335,5.238983
324.78193256,0.1115058213472366,0.2254869,51.63193256,12.241016466653264,67.25325075288984,46.54261560474861,0.0,16.81331268822246,0.4189460181151179,1,37.027737,3.866272
324.75629741,0.2441014349460601,0.1996952,51.606297410000025,12.215381316653293,55.88588522144794,39.479440171502496,0.0,13.971471305361986,-0.020520173001160033,1,40.989056,1.9772987
324.7204082,0.1164486408233642,0.2195355,51.57040820000003,12.1794921066533,66.82950494248115,46.47110577722445,0.0,16.707376235620288,0.010339096658726246,1,38.4845,5.147381
324.70844513,0.1340734362602234,0.2091678,51.55844513,12.167529036653264,65.31853872942199,45.79798493060814,0.0,16.329634682355497,0.32842625701323047,1,40.909943,0.5439148
324.67426493,0.1104611903429031,0.2104084,51.524264930000015,12.133348836653283,67.34280652437761,47.17071832868661,0.0,16.835701631094402,0.1489089740152853,1,39.1707,3.6890488
324.6691379,0.1209532395005226,0.2087175,51.51913790000003,12.1282218066533,66.44332761469536,46.60330958626379,0.0,16.61083190367384,0.20110136138398718,1,38.015656,4.434246
324.66571988,0.10322255641222,0.181944,51.515719880000006,12.124803786653274,67.9633715310552,48.68394758826135,0.0,16.9908428827638,-0.0037695557669050334,1,39.83108,4.1040077
324.61103156,0.1288620978593826,0.1877807,51.46103156000004,12.070115466653306,65.76530455298558,46.8954076402272,0.0,16.441326138246396,0.35207988694451764,1,35.4588,5.9390182
324.59735948,0.0780282393097877,0.1777309,51.447359480000046,12.056443386653314,70.12326961550396,50.39585212040207,0.0,17.53081740387599,0.1725854254021538,1,38.71731,4.3533745
324.59052344,0.1202578693628311,0.1889622,51.44052343999999,12.04960734665326,66.50294140070419,47.377589489185866,0.0,16.625735350176047,0.25976800173673376,1,39.669712,2.4726982
324.58197839,0.1160352602601051,0.2268476,51.43197839000004,12.041062296653308,66.86494388226672,46.22316254747148,0.0,16.71623597056668,-0.07407214991589317,1,41.16823,2.5591507
324.57172433,0.1228861361742019,0.233484,51.42172433000002,12.030808236653286,66.2776212053514,45.571927430302566,0.0,16.56940530133785,0.03598201779131971,1,39.303864,4.0901375
324.56488829,0.1970112025737762,0.1967208,51.41488829000002,12.02397219665329,59.92291080478172,42.43068440183936,0.0,14.980727701195429,0.3932341960190907,1,39.093548,1.6253662
324.55292522,0.1517135947942733,0.2146864,51.40292521999999,12.012009126653254,63.80625544457803,44.54133403701661,0.0,15.951563861144509,0.028775435981744257,1,36.132008,7.1696053
324.52899908,0.1908576786518097,0.1929978,51.37899908000003,11.988082986653296,60.450449792150486,42.92970301013707,0.0,15.112612448037622,0.3038557209998729,1,39.252556,2.0785942
324.49994591,0.1147270873188972,0.2111938,51.34994591000003,11.9590298166533,66.97709299185976,46.88522396386083,0.0,16.74427324796494,0.23336209977050829,1,40.29983,1.9613838
324.49652789,0.1320944279432296,0.1741339999999999,51.34652789,11.955611796653272,65.4881982703258,47.19606873291902,0.0,16.37204956758145,-0.09206850558589115,1,40.36232,3.5467758
324.46576571,0.2264772951602935,0.1915608,51.31576571000005,11.92484961665332,57.39679522581791,40.80709311621251,0.0,14.349198806454478,0.1339522906426198,1,41.37372,0.9120636
324.44867561,0.1989871263504028,0.2084865,51.29867561000003,11.9077595166533,59.753515700211054,41.91877511420181,0.0,14.938378925052763,0.004116544815671669,1,40.71641,2.320179
324.44354858,0.1230299919843673,0.191324,51.29354857999999,11.90263248665326,66.26528850795977,47.12102689792033,0.0,16.56632212698994,0.09264678913937219,1,35.819412,7.396454
324.42645848,0.1199079379439354,0.1998149,51.27645848000003,11.8855423866533,66.53294087234251,46.99639467755625,0.0,16.633235218085627,0.35201801549994016,1,39.278107,2.1272736
324.42645848,0.2151832431554794,0.1911478,51.27645848000003,11.8855423866533,58.36502949832008,41.50891244636833,0.0,14.59125737458002,0.171111777210373,1,37.93298,4.1791344
324.4127864,0.0634703189134597,0.1925718,51.26278639999998,11.87187030665325,71.37131393636196,50.702253171905525,0.0,17.84282848409049,0.07083365624574492,1,37.312855,6.4178276
324.4127864,0.1529316902160644,0.2142272999999999,51.26278639999998,11.87187030665325,63.7018286423946,44.4847417235463,0.0,15.925457160598649,0.047913788808367996,1,41.31374,1.8688507
324.40595036,0.1087303385138511,0.2053382,51.25595036000004,11.86503426665331,67.49119171516625,47.46543696554905,0.0,16.872797928791563,0.29480612113018334,1,38.131405,3.7558327
324.39911432,0.1876168698072433,0.2208712,51.24911431999999,11.858198226653258,60.72828295535886,42.18328722495591,0.0,15.182070738839714,0.2137540437731408,1,38.54059,3.292328
324.39740530999995,0.1894736886024475,0.2008485,51.24740530999998,11.856489216653245,60.56909867016373,42.74885502837669,0.0,15.142274667540931,0.2607302195785226,1,39.621742,1.9601593
324.38544224,0.1095915734767913,0.2318299,51.23544224,11.844526146653266,67.41735840826803,46.41777332202427,0.0,16.854339602067007,0.3138995616443305,1,40.35305,1.2671928
324.37177016,0.1113089919090271,0.1818234,51.221770160000005,11.830854066653274,67.27012485687224,48.19187985948428,0.0,16.81753121421806,0.1899356945121801,1,40.723274,2.009018
324.35809808,0.1419319957494735,0.1772802,51.20809808000001,11.81718198665328,64.64482776840059,46.47487573554552,0.0,16.161206942100147,-0.0008817692868747368,1,39.50538,4.1219635
324.34784402,0.097624085843563,0.1688508,51.19784402000005,11.806927926653316,68.4433260306323,49.5273722561392,0.0,17.110831507658077,0.29501394008877446,1,40.933094,1.2144356
324.34100798,0.0180019773542881,0.25367,51.19100798,11.800091886653265,75.26929551043825,50.9074320564397,0.0,18.817323877609564,0.02327908420463952,1,39.109497,5.0100403
324.3273359,0.0851174965500831,0.16634,51.1773359,11.78641980665327,69.5155106089302,50.40054289017603,0.0,17.37887765223255,0.4075532463590834,1,36.645164,4.813301
324.29657372,0.1342422664165496,0.177487,51.14657371999999,11.75565762665326,65.30406499196116,46.94128951066732,0.0,16.32601624799029,0.3621072482701616,1,40.283245,1.0430107
324.2931557,-0.0083747711032629,0.3786434,51.14315570000002,11.75223960665329,77.53056293181048,47.03481875613474,0.0,19.38264073295262,0.32654475128487004,1,37.37625,4.1239014
324.28802867,0.1027891561388969,0.223436,51.13802867000004,11.747112576653308,68.00052675206572,47.13752155044958,0.0,17.00013168801643,-0.06345178293058715,1,43.138416,0.6503258
324.27435659,0.1994955837726593,0.1910786,51.12435659000005,11.733440496653316,59.70992586176096,42.46769955501169,0.0,14.92748146544024,0.024381441920458574,1,41.80638,1.2434845
324.26581154,-0.0159806292504072,0.41804,51.11581153999998,11.72489544665325,78.18260991430321,45.71314515583311,0.0,19.545652478575803,0.31414376724579374,1,36.533882,4.827362
324.25213946,0.1237113401293754,0.1790756,51.10213945999999,11.711223366653256,66.20687682141703,47.531602443938056,0.0,16.551719205354257,0.08965477517168968,1,35.685753,7.6043663
324.24872144,0.1196087151765823,0.209876,51.09872144000002,11.707805346653288,66.55859311286174,46.64116711224835,0.0,16.639648278215436,0.1499211590418971,1,40.219337,2.5752335
324.24530342,0.0665394738316536,0.1850888999999999,51.09530342000005,11.704387326653318,71.10819659121894,50.81199030975469,0.0,17.777049147804735,0.2367330610789077,1,40.85773,1.841526
324.23163134,0.1473505944013595,0.1962327,51.08163134,11.69071524665327,64.18029361170873,45.46275060920958,0.0,16.045073402927184,0.3308107560117337,1,36.687958,4.70475
324.22137728,0.060671254992485,0.208642,51.07137727999998,11.680461186653249,71.61127649524312,50.23112012585173,0.0,17.90281912381078,0.05799917957551076,1,39.132305,4.6264687
324.21966827,0.1869647949934005,0.2002197,51.06966827000002,11.67875217665329,60.78418505167726,42.921969276693645,0.0,15.196046262919316,0.0613240297440536,1,41.682713,1.2634125
324.20599619,0.1903740763664245,0.2016753,51.05599619000003,11.665080096653298,60.49190881029303,42.66649106810088,0.0,15.122977202573257,0.3360120019027557,1,34.300255,6.7698517
324.18377906,0.0710138455033302,0.1996571,51.03377906000003,11.642862966653295,70.72461061175083,49.963456426523024,0.0,17.68115265293771,0.038319131922381566,1,40.236008,3.6165771
324.18377906,0.1085573583841323,0.2184607999999999,51.03377906000003,11.642862966653295,67.50602122808016,46.98198126521875,0.0,16.87650530702004,0.14198253235271496,1,41.07766,1.7945366
324.17865203,0.2132792025804519,0.2016745,51.02865202999999,11.637735936653256,58.52826208660553,41.281506895501565,0.0,14.632065521651382,0.2057470348726317,1,40.125717,1.6894608
324.173525,0.2114315927028656,0.1872374,51.02352500000001,11.632608906653276,58.68665689521188,41.865597427482285,0.0,14.67166422380297,0.24241489690011556,1,40.540237,1.1002197
324.17010698,-0.0138753652572631,0.3987647999999999,51.02010698000004,11.629190886653303,78.00212652800765,46.44585787967479,0.0,19.500531632001916,0.3082575994212624,1,37.427315,4.142971
324.17010698,-0.0152627285569906,0.4117031,51.02010698000004,11.629190886653303,78.12106459333933,45.95315940597898,0.0,19.53026614833483,0.19775879922305203,1,37.85827,4.6152954
324.1564349,0.2330175936222076,0.1838196,51.006434900000045,11.615518806653313,56.8360982217206,40.653756498510006,0.0,14.20902455543015,0.1954362551078346,1,38.039917,3.8119698
324.15472589,0.2488164156675338,0.1873688,51.00472589000003,11.6138097966533,55.481671930525245,39.57517657186222,0.0,13.870417982631311,0.04820175782442307,1,38.92343,3.8180542
324.14959886,0.3119913041591644,0.1827484,50.99959885999999,11.60868276665326,50.06571562245912,35.84093362766345,0.0,12.51642890561478,0.01932197274928224,0,42.393536,0.2655487
324.14618084,0.1776603013277053,0.2062469,50.99618084000002,11.60526474665329,61.58185533436813,43.27829987256414,0.0,15.395463833592032,0.0326570403467904,1,41.502377,1.639965
324.13763579,0.1806066185235977,0.1976159,50.98763579000001,11.59671969665328,61.32926881488783,43.39590367005471,0.0,15.332317203721956,0.06669037986881088,1,39.933823,3.0375175
324.13421777,0.1296209692955017,0.2049003,50.98421776999999,11.593301676653256,65.70024682768378,46.2219351370419,0.0,16.425061706920946,-0.008796276935897851,1,40.126137,3.5079918
324.12567272,0.2253919243812561,0.1896445,50.975672720000034,11.584756626653302,57.48984360085536,40.93466839558967,0.0,14.37246090021384,0.3975988855023467,1,37.659645,2.8702698
324.11883668,0.0636012032628059,0.2049987,50.96883667999998,11.57792058665325,71.36009327678671,50.19987832811759,0.0,17.84002331919668,0.06445845136938558,1,39.038605,4.6765594
324.1051646,0.1031727343797683,0.2004324,50.955164600000046,11.564248506653314,67.9676427526969,47.98641543245999,0.0,16.991910688174226,-0.02686452623874494,1,41.273277,2.6311226
324.08978351,0.2072821855545044,0.1905318,50.939783509999984,11.548867416653252,59.042383804375774,42.01092059160716,0.0,14.760595951093944,0.03130563996941649,1,40.499573,2.4885368
324.0880745,0.123544305562973,0.1943722,50.93807450000003,11.547158406653296,66.22119662371777,46.97713406952515,0.0,16.555299155929443,0.35776305475548587,1,39.43813,1.923687
